sentID.BTEC	split	lang	sent
2717	corpus-6-train	FR	Allez-vous souvent au concert?
2720	corpus-6-dev	FR	J'aimerais prendre une leçon de ski.
2721	corpus-6-train	FR	Je me renseigne sur vos appartements à louer.
2722	corpus-6-dev	FR	Pour une personne?
2726	corpus-6-test-corpus-26-train	FR	Veuillez me fournir un constat.
2727	corpus-6-train	FR	Donnez-moi une petite bouteille.
2729	corpus-6-test-corpus-26-train	FR	Non merci, pas pour le moment.
2731	corpus-6-train	FR	Où est-ce que les gens d'ici mangent d'habitude?
2732	corpus-6-train	FR	Aviez-vous une carte de retrait à l'intérieur?
2733	corpus-6-train	FR	Ce sera quarante dollars plus les taxes, ce qui nous fait quarante-trois dollars.
2734	corpus-6-test-corpus-26-train	FR	OK, veuillez rester en ligne. M. Nakajima, Mme Saito ne semble pas répondre à votre appel. Voulez-vous que je laisse sonner un peu plus longtemps?
2735	corpus-6-train	FR	Est-ce c'est un jeu facile pour un petit garçon de deux ans?
2736	corpus-6-test-corpus-26-dev	FR	Peut-être, mais nous devons les peser séparément.
2737	corpus-6-train	FR	Je veux expédier ces cartes postales au Japon.
2739	corpus-6-train	FR	Je viens de France.
2740	corpus-6-train	FR	Pourrais-je voir votre billet?
2742	corpus-6-train	FR	Deux allers pour Washington D.C, s'il vous plaît.
2743	corpus-6-dev	FR	Est-ce qu'on peut jouer avec ces chaussures?
2744	corpus-6-train	FR	Pourriez-vous réparer cet accroc dans mon pantalon?
2745	corpus-6-train	FR	Veuillez passer un appel en PCV.
2747	corpus-6-test-corpus-26-train	FR	Il me semble un peu trop saignant.
2748	corpus-6-test-corpus-26-train	FR	Où se trouve le comptoir de réclamation des bagages du vol sept cent trois?
2749	corpus-6-train	FR	Je ne connais pas la taille.
2750	corpus-6-train	FR	Où se trouve le téléphone le plus proche?
2753	corpus-6-train	FR	Oui, je vous en prie. J'attendrai votre appel.
2754	corpus-6-train	FR	Pouvez-vous m'accorder une ristourne pour trois nuits?
2756	corpus-6-train	FR	Est-ce que je peux prendre un message?
2758	corpus-6-train	FR	Au théâtre, près de la bibliothèque. Mais vous devriez faire une réservation.
2760	corpus-6-test-corpus-26-train	FR	Vous ne tenez pas votre club comme il faut.
2761	corpus-6-train	FR	Excusez-moi. Pourrais-je avoir un plan de la ville?
2763	corpus-6-train	FR	N'est-ce pas dangereux?
2764	corpus-6-train	FR	La file est longue.
2765	corpus-6-test-corpus-26-train	FR	Est-ce c'est périssable?
2766	corpus-6-train	FR	Je voudrais des œufs sur le plat, des toasts et un jus de tomate.
2767	corpus-6-train	FR	Une carte, s'il vous plaît.
2769	corpus-6-train	FR	Pourriez-vous casser ceci, s'il vous plaît?
2770	corpus-6-train	FR	Avez-vous un autre formulaire d'inscription?
2772	corpus-6-test-corpus-26-train	FR	Non, merci. Je ferais mieux de ne plus boire.
2774	corpus-6-train	FR	Y a-t-il une étiquette à votre nom sur vos bagages?
2776	corpus-6-train	FR	Rien à déclarer?
2777	corpus-6-train	FR	Une chambre double, s'il vous plaît.
2778	corpus-6-train	FR	Aucun siège n'est réservé. Vous pouvez prendre celui que vous voulez.
2780	corpus-6-train	FR	Je voudrais des saucisses, s'il vous plaît.
2782	corpus-6-dev	FR	Il a pris mon sac.
2783	corpus-6-train	FR	Vous êtes coréen?
2784	corpus-6-train	FR	Non, mais nous avons une toute nouvelle voiture de remplacement compacte. La rouge là-bas.
2786	corpus-6-train	FR	Vous avez dit notre taux de change. Est-ce que cela veut dire que chaque banque a un taux différent?
2787	corpus-6-dev	FR	Qu'est-ce que je dois porter?
2788	corpus-6-train	FR	Combien de pièces faut-il?
2790	corpus-6-train	FR	Mesurez-le, s'il vous plaît.
2791	corpus-6-train	FR	Je voudrais une pendule.
2793	corpus-6-train	FR	Dans quelle ville le bus s'arrête-t-il au prochain arrêt?
2795	corpus-6-train	FR	Oh, vous êtes très malin, n'est-ce pas?
2796	corpus-6-train	FR	Des francs suisses, OK?
2797	corpus-6-train	FR	Combien de temps faut-il pour aller de Los Angeles à San Francisco?
2799	corpus-6-train	FR	Bonjour. Pourrais-je vous aider?
2800	corpus-6-train	FR	Je voudrais quelque chose contre les indigestions.
2801	corpus-6-train	FR	Je voudrais parler de cet endroit à mes amis. Alors, est-ce que vous pourriez me donner une brochure de l'hôtel?
2802	corpus-6-train	FR	J'ai perdu mon passeport. Veuillez remplir une déclaration de vol.
2804	corpus-6-train	FR	Où m'emmène-t-il?
2807	corpus-6-train	FR	Où y a-t-il un téléphone?
2808	corpus-6-test-corpus-26-train	FR	Veuillez me donner le nom des rues les plus commerçantes pour faire mes achats.
2809	corpus-6-train	FR	Excusez-moi un moment.
2810	corpus-6-train	FR	Je vous écrirai.
2811	corpus-6-test-corpus-26-dev	FR	Est-ce que ce bus va à l'hôtel Hilton?
2812	corpus-6-train	FR	Quelle est la visite la plus complète de la ville?
2816	corpus-6-test-corpus-26-train	FR	Attention, il ne s'agit pas d'un tableau comme les autres. C'est une œuvre de Tsurutaro Kataoka, un artiste de renommée mondiale.
2819	corpus-6-train	FR	Pourriez-vous remplir ce formulaire, je vous prie?
2820	corpus-6-train	FR	Je voudrais un hot dog avec des oignons, s'il vous plaît.
2821	corpus-6-train	FR	Quelle est le plat du jour dans ce restaurant?
2822	corpus-6-train	FR	Excusez-moi. Pourriez m'indiquer le prix d'un dîner normal?
2826	corpus-6-train	FR	Veuillez changer ceci, s'il vous plaît.
2830	corpus-6-train	FR	Que diriez-vous de partir pour Paris demain matin et de prendre la correspondance Swissair l'après-midi?
2832	corpus-6-train	FR	Veuillez attendre d'être placé, s'il vous plaît.
2833	corpus-6-train	FR	Pas de plongée.
2835	corpus-6-train	FR	Oui. C'est la chambre mille cent neuf. La climatisation ne marche pas. Pouvez-vous la réparer?
2838	corpus-6-train	FR	OK. Où se trouve le bouton de l'obturateur sur cet appareil photo?
2839	corpus-6-train	FR	Nous avons signé des contrats avec la plupart des fournisseurs japonais.
2840	corpus-6-train	FR	Pourriez-vous m'indiquer le chemin de Union Square?
2841	corpus-6-train	FR	Pourriez-vous m'indiquer comment utiliser la pompe à essence?
2844	corpus-6-train	FR	Avez-vous de la moutarde?
2845	corpus-6-train	FR	A l'hôtel ZZZ. Drôle de nom, pas vrai?
2847	corpus-6-train	FR	Le corail est magnifique ici et le courant est relativement faible.
2848	corpus-6-train	FR	Quatre-vingt cinq pence.
2850	corpus-6-test-corpus-26-train	FR	J'aime énormément la musique classique.
2851	corpus-6-test-corpus-26-dev	FR	Est-ce ce que je peux vous inviter à dîner un de ces soirs?
2855	corpus-6-train	FR	C'était fascinant.
2856	corpus-6-train	FR	J'ai enregistré deux valises.
2857	corpus-6-dev	FR	Certainement. Et veuillez transmettre mes amitiés à Mme Cook qui a pris de bonnes initiatives lors de notre réunion.
2859	corpus-6-dev	FR	Avez-vous une formule d'hébergement disponible à ce prix?
2862	corpus-6-test-corpus-26-train	FR	D'accord. Quels sont le nom et le numéro de téléphone de votre correspondant, s'il vous plaît?
2863	corpus-6-train	FR	J'ai mon numéro de compte bancaire.
2867	corpus-6-train	FR	J'ai bien peur que non. Vous devrez y aller et faire le tour.
2870	corpus-6-train	FR	Je suis femme au foyer.
2871	corpus-6-test-corpus-26-train	FR	Excusez-moi. Laissez-moi sortir, s'il vous plaît.
2875	corpus-6-train	FR	Pourriez-vous m'épeler votre nom de famille, s'il vous plaît?
2876	corpus-6-train	FR	Un billet pour Chicago, s'il vous plaît.
2878	corpus-6-test-corpus-26-train	FR	Pourriez-vous appeler un employé qui parle japonais?
2880	corpus-6-train	FR	Est-ce que vous pensez pouvoir changer seul votre pneu?
2881	corpus-6-train	FR	C'est vraiment gentil. Vous devriez me rendre visite un de ces jours.
2883	corpus-6-train	FR	Où se trouve le problème? Veuillez vous expliquer, s'il vous plaît.
2884	corpus-6-dev	FR	A partir de la gauche, ils désignent la durée de fabrication, la projection des coûts et les risques financiers.
2887	corpus-6-train	FR	Pouvez-vous échanger un billet de dix dollars?
2888	corpus-6-train	FR	A quelle heure partons-nous?
2890	corpus-6-train	FR	Pourriez-vous me conseiller d'autres hôtels?
2891	corpus-6-train	FR	Je voudrais du fond de teint poudre, s'il vous plaît.
2893	corpus-6-train	FR	Le vol est-il retardé?
2894	corpus-6-train	FR	Excusez-moi.
2898	corpus-6-test-corpus-26-train	FR	Nous rendons souvent visite à notre famille.
2901	corpus-6-train	FR	Il y a un trou là.
2903	corpus-6-dev	FR	Nous n'avons que la taille quarante et un pour le moment.
2904	corpus-6-train	FR	Nous avons du café, du thé, du jus d'orange, etc. Qu'est-ce vous aimeriez?
2905	corpus-6-train	FR	Ne pas déranger.
2906	corpus-6-dev	FR	Je ne fais que passer.
2908	corpus-6-train	FR	Ça n'a pas l'air d'être assez cuit. Pourriez-vous le faire cuire un petit peu plus?
2909	corpus-6-train	FR	Pourriez-vous porter ces bagages jusqu'au taxi?
2910	corpus-6-dev	FR	J'en voudrais un robuste.
2913	corpus-6-train	FR	Pourrais-je avoir du poivre, s'il vous plaît?
2915	corpus-6-train	FR	Non, j'ai de la chance. Allez.
2920	corpus-6-train	FR	Où pourrais-je faire mes achats?
2925	corpus-6-train	FR	En avez-vous un plus grand?
2929	corpus-6-train	FR	Faites-moi savoir quand nous arriverons à Green Park.
2931	corpus-6-train	FR	Devrais-je prendre une assurance?
2934	corpus-6-train	FR	Est-ce que je peux prendre des photos dans le musée?
2936	corpus-6-train	FR	Quel film est diffusé en ce moment?
2937	corpus-6-train	FR	Est-ce que vous pouvez les échanger contre des yens japonais?
2939	corpus-6-test-corpus-26-train	FR	Miki Hayakawa. Chambre sept cent deux.
2940	corpus-6-train	FR	Oui. J'y suis allé dimanche dernier avec un ami.
2942	corpus-6-train	FR	C'est la chambre trois cent deux.
2945	corpus-6-test-corpus-26-train	FR	Je dois passer la nuit ici, non? Pourriez-vous m'aider à réserver une chambre d'hôtel?
2946	corpus-6-train	FR	Est-ce que je pourrais avoir encore du pain?
2947	corpus-6-test-corpus-26-train	FR	Ce ne devrait pas être long. Quinze minutes au plus.
2948	corpus-6-dev	FR	Pourriez-vous m'aider à prendre les billets?
2950	corpus-6-train	FR	Est-ce que c'est un forfait pour aller en ville?
2951	corpus-6-train	FR	Je voudrais réserver de trois à dix-neuf heures, s'il vous plaît.
2953	corpus-6-train	FR	Vous voyez cet immeuble blanc? C'est juste en face.
2954	corpus-6-train	FR	Est-ce que c'est la bonne voie pour le train qui va à la station X?
2955	corpus-6-train	FR	"Je suis à l'hôtel ""ABC"", chambre six cent quatre-vingt-cinq. Pourriez-vous lui demander de m'appeler ici, s'il vous plaît?"
2956	corpus-6-train	FR	No, merci. Ce sera tout.
2957	corpus-6-train	FR	Mes articulations me font mal.
2960	corpus-6-test-corpus-26-train	FR	Pourriez-vous m'indiquer le coût de cet appel?
2962	corpus-6-train	FR	Où y a-t-il une station service?
2964	corpus-6-test-corpus-26-train	FR	Et bien, pouvez-vous lui dire que j'ai appelé, s'il vous plaît? Je la rappellerai plus tard.
2965	corpus-6-dev	FR	Ce café est trop fort.
2966	corpus-6-train	FR	Veuillez me donner un exemplaire de la déclaration de vol.
2969	corpus-6-train	FR	Nous avons le métro dans les plus grandes villes comme Tokyo.
2971	corpus-6-train	FR	Désolé, c'est impossible. Nous n'avons pas le même article.
2973	corpus-6-test-corpus-26-train	FR	Est-ce qu'il y a une excursion le matin?
2974	corpus-6-dev	FR	Pourriez-vous m'anesthésier?
2975	corpus-6-train	FR	Bien sûr. Longez les trois pâtés de maison tout droit, et tournez à gauche. Vous verrez un magnifique portail de style chinois.
2976	corpus-6-train	FR	Ça fera dix dollars par personne.
2977	corpus-6-train	FR	Excusez-moi. Pourriez-vous faire le plein d'ordinaire, s'il vous plaît?
2978	corpus-6-dev	FR	Avez-vous bien regardé le suspect?
2982	corpus-6-test-corpus-26-train	FR	Est-ce que vous changez les devises étrangères?
2983	corpus-6-test-corpus-26-test	FR	Notre budget est d'environ cinquante dollars en tout pour trois personnes.
2984	corpus-6-train	FR	Eh bien, qu'en pensez-vous? J'aimerais vraiment avoir votre avis.
2987	corpus-6-train	FR	Pourriez-vous m'apporter ces chaussures à l'intérieur?
2990	corpus-6-test-corpus-26-train	FR	Où pourrais-je acheter une pellicule?
2995	corpus-6-test-corpus-26-train	FR	Avez-vous de la bière japonaise?
2997	corpus-6-train	FR	Je reviendrai demain. Quels sont vos horaires d'ouverture?
2999	corpus-6-train	FR	Est-ce que le prix comprend le shampooing et le brushing?
3001	corpus-6-test-corpus-26-test	FR	Je voudrais un maillot de bains de petite taille, s'il vous plaît.
3002	corpus-6-train	FR	Qui voulez-vous voir?
3004	corpus-6-train	FR	Quelle est l'heure d'embarquement?
3005	corpus-6-dev	FR	Je voudrais acheter des sous-vêtements.
3006	corpus-6-train	FR	Je vous donnerai mon numéro de téléphone là-bas dès que je pourrai.
3007	corpus-6-dev	FR	Le plat principal est un mélange de bœuf grillé et de homard.
3009	corpus-6-dev	FR	De quelle voie part le train pour Boston?
3012	corpus-6-train	FR	C'est la meilleure qualité que nous ayons.
3014	corpus-6-train	FR	Est-ce que vous pourrez me le rembourser?
3016	corpus-6-test-corpus-26-train	FR	Je désirerais enregistrer mes bagages.
3018	corpus-6-dev	FR	Nous allons le manger ensemble, veuillez donc nous apporter une autre fourchette, s'il vous plaît.
3019	corpus-6-train	FR	Est-ce que les aînés sont encore respectés au Japon?
3020	corpus-6-train	FR	Y a-t-il un supplément pour les écouteurs?
3021	corpus-6-train	FR	Le tarif normal est de cinq cents dollars avec des frais supplémentaires de cinquante-cinq dollars par mois.
3022	corpus-6-dev	FR	A l'hôtel Halekulani.
3027	corpus-6-train	FR	Certainement, madame. Voulez-vous un chausse-pied? Est-ce ça vous va?
3029	corpus-6-test-corpus-26-train	FR	C'est mademoiselle Kawazu de la chambre mille six cent onze.
3030	corpus-6-test-corpus-26-train	FR	Je vous en prie.
3032	corpus-6-train	FR	Est-ce que c'est reconfirmé?
3033	corpus-6-train	FR	Pourrais-je voir ceci, s'il vous plaît?
3034	corpus-6-train	FR	Un sorbet au melon, s'il vous plaît.
3035	corpus-6-train	FR	Quelle genre, Monsieur?
3036	corpus-6-train	FR	Est-ce c'est bon?
3038	corpus-6-test-corpus-26-dev	FR	Il n'y en a pas.
3040	corpus-6-test-corpus-26-train	FR	Qu'est-ce qui est plus important pour vous les Japonais? Le Jour de l'An ou Noël?
3041	corpus-6-test-corpus-26-test	FR	Votre place est le numéro trente-deux A. Descendez le couloir, c'est la place près de la fenêtre.
3046	corpus-6-train	FR	C'est trop beau pour être vrai.
3047	corpus-6-train	FR	Est-ce que je peux avoir deux hot dogs à emporter?
3051	corpus-6-train	FR	Aidez-moi, je vous en prie.
3054	corpus-6-train	FR	Je me lève tous les jours à six heures du matin.
3055	corpus-6-train	FR	Désolé, ce n'est pas possible. Il faudrait plus de deux semaines.
3058	corpus-6-train	FR	Où pourrais-je obtenir des renseignements touristiques?
3059	corpus-6-train	FR	Je vois. Je vais vérifier auprès de notre personnel.
3064	corpus-6-train	FR	Comment aller d'ici à l'Empire State Building?
3065	corpus-6-dev	FR	Quel est le prix de location d'un téléphone portable et d'un récepteur d'appel?
3067	corpus-6-train	FR	Oh mon Dieu.
3068	corpus-6-dev	FR	Est-ce que vous prenez déjà les commandes pour le dîner?
3069	corpus-6-train	FR	Je m'appelle Tsuneo Suzuki. Voici la confirmation de ma réservation.
3071	corpus-6-train	FR	Au Ritz.
3072	corpus-6-train	FR	Bonjour. A Paris, s'il vous plaît.
3073	corpus-6-test-corpus-26-train	FR	Une minute, s'il vous plaît.
3074	corpus-6-dev	FR	Une table près de la fenêtre, s'il vous plaît.
3075	corpus-6-dev	FR	Pourriez-vous me montrer celui qui est en vitrine?
3076	corpus-6-train	FR	Est-ce que cette lotion pour le corps empêche la transpiration?
3077	corpus-6-train	FR	Des sacs en plastique, je vous prie.
3078	corpus-6-train	FR	J'ai perdu mon sac.
3080	corpus-6-train	FR	J'aimerais essayer ces chaussures à hauts talons.
3081	corpus-6-train	FR	Est-ce qu'il y a la relève de la garde aujourd'hui?
3084	corpus-6-train	FR	Vous pouvez aller chercher les médicaments de votre ordonnance à la pharmacie du rez-de-chaussée.
3086	corpus-6-dev	FR	Vous n'avez pas de plus petites coupures?
3087	corpus-6-train	FR	Désolé mais toutes nos tables sont prises. Voulez-vous attendre?
3088	corpus-6-train	FR	Celui-ci est fendu.
3089	corpus-6-train	FR	Je voudrais une carte pour une semaine, s'il vous plaît.
3090	corpus-6-train	FR	J'aimerais goûter une glace.
3092	corpus-6-dev	FR	Pourrions-nous avoir un cendrier, s'il vous plaît?
3096	corpus-6-train	FR	Veuillez tourner à gauche.
3098	corpus-6-train	FR	Tanaka, Chambre cent.
3099	corpus-6-train	FR	Excusez-moi, pourrais-je avoir de l'eau?
3102	corpus-6-train	FR	C'est trop grand pour moi. Montrez-moi une plus petite taille, s'il vous plaît.
3103	corpus-6-train	FR	C'est très gentil de votre part de dire ça.
3104	corpus-6-train	FR	Attention. J'arrive.
3105	corpus-6-train	FR	Pourriez-vous me donner un autre ticket qui ne comporte que les frais?
3108	corpus-6-train	FR	Il faudra environ une heure.
3109	corpus-6-test-corpus-26-train	FR	Veuillez remplir une déclaration de perte.
3111	corpus-6-test-corpus-26-dev	FR	Je ne comprends pas l'américain, je parle un anglais correct.
3115	corpus-6-train	FR	Cinq billets de vingt et quatre de cinquante.
3116	corpus-6-train	FR	Est-ce que c'est le zéro, zéro, zéro, zéro, zéro, zéro, zéro, zéro, zéro, zéro?
3119	corpus-6-train	FR	Je vous tiendrai au courant des endroits où j'irai.
3120	corpus-6-test-corpus-26-train	FR	Depuis hier.
3122	corpus-6-train	FR	Est-ce qu'il y a une laverie automatique près d'ici?
3124	corpus-6-train	FR	Pourrais-je emprunter un sèche-cheveux?
3125	corpus-6-train	FR	Pourriez-vous m'apporter le sel, s'il vous plaît?
3126	corpus-6-train	FR	C'est un cadeau.
3127	corpus-6-train	FR	J'attends que vous vous calmiez.
3129	corpus-6-test-corpus-26-train	FR	L'assurance responsabilité et collision est comprise.
3130	corpus-6-train	FR	Le numéro est le zéro trois trois deux trois quatre un deux trois quatre.
3131	corpus-6-train	FR	Je suis très content du cadeau.
3133	corpus-6-train	FR	Je ferais bien de tenir mon sac serré contre moi pour que personne n'essaye de me le voler.
3134	corpus-6-test-corpus-26-test	FR	J'ai perdu mon ticket de réclamation.
3135	corpus-6-train	FR	Dans la soirée, la nuit tombe à seize heures et les magasins ferment tôt.
3136	corpus-6-train	FR	Est-ce que les prestations de service sont comprises?
3139	corpus-6-train	FR	Combien voulez-vous enlever?
3142	corpus-6-train	FR	Excusez-moi, à quoi servent ces boutons?
3145	corpus-6-train	FR	Et la voiture là-bas, une Plymouth?
3152	corpus-6-test-corpus-26-train	FR	Avez-vous de beaux modèles de broches?
3153	corpus-6-train	FR	Excusez-moi mais j'ai d'aide.
3155	corpus-6-test-corpus-26-train	FR	J'appelle d'une cabine publique chez Macy's.
3156	corpus-6-train	FR	Pendant quatre jours. Si les symptômes persistent, je peux vous faire une autre ordonnance.
3158	corpus-6-train	FR	Y a-t-il une ligne de Chicago à Seattle?
3160	corpus-6-train	FR	Ces papiers en format légal vont-ils tenir à l'intérieur?
3161	corpus-6-train	FR	Y a-t-il des toilettes privées?
3164	corpus-6-train	FR	Les serviettes doivent être roulées sur l'étagère au-dessus du lavabo.
3166	corpus-6-train	FR	Montrez-moi des sweaters qui vont avec ça.
3167	corpus-6-train	FR	Nous espérons qu'en installant des micro-ordinateurs dans cet environnement plutôt délaissé, nous relancerons leurs ventes dans les points de vente pédagogiques.
3169	corpus-6-train	FR	Quel est le prix?
3170	corpus-6-test-corpus-26-test	FR	Ils sont trop grands.
3172	corpus-6-train	FR	Il y a une énorme demande pour ce nouvel ordinateur.
3173	corpus-6-train	FR	Il y a du sang ici.
3174	corpus-6-dev	FR	Je voudrais un analgésique.
3176	corpus-6-test-corpus-26-train	FR	Quel est le tarif horaire du parking?
3178	corpus-6-train	FR	C'est possible si j'arrive à prendre un vol très tôt le matin du vingt-six?
3179	corpus-6-test-corpus-26-train	FR	Mesdames et Messieurs, sur notre vol aujourd'hui, nous avons du personnel japonais identifiable par de petits drapeaux sur leurs vestes. Si vous connaissez quelqu'un qui a besoin d'une aide linguistique, faites-le nous savoir.
3182	corpus-6-test-corpus-26-train	FR	Avez-vous une période artistique préférée?
3183	corpus-6-train	FR	Je vais prendre une tarte à l'ancienne, s'il vous plaît.
3184	corpus-6-train	FR	Je voudrais de l'eau, s'il vous plaît.
3185	corpus-6-test-corpus-26-train	FR	Veuillez vérifier une nouvelle fois.
3189	corpus-6-train	FR	Si le Fisherman's Wharf est compris dans la visite d'une journée je vais la prendre.
3192	corpus-6-train	FR	Ce n'est pas grave.
3193	corpus-6-train	FR	Je ne me sens pas très bien, veuillez me donner des cachets, s'il vous plaît.
3195	corpus-6-test-corpus-26-train	FR	Descendez le long de la rivière sur un demi mille environ et vous arriverez au parc.
3196	corpus-6-train	FR	Ce steak est trop dur pour moi.
3197	corpus-6-train	FR	Nous n'en avons déjà plus.
3198	corpus-6-train	FR	Eh bien, c'est une équipe plutôt jeune et les Dodgers deviennent très forts aussi.
3199	corpus-6-train	FR	Pas encore, merci.
3200	corpus-6-train	FR	Veuillez vous mettre au milieu de notre groupe.
3201	corpus-6-test-corpus-26-dev	FR	Non, ils sont très résistants.
3202	corpus-6-train	FR	Je souhaiterais que mes vêtements soient lavés dans la journée.
3204	corpus-6-train	FR	Une pellicule pour diapositives couleur, s'il vous plaît.
3205	corpus-6-train	FR	La population du Japon est la septième du monde.
3207	corpus-6-test-corpus-26-train	FR	OK, je l'expédierai à Las Vegas pour vous.
3208	corpus-6-train	FR	Quelqu'un a essayé d'entrer par effraction. Un jeune voyou, je crois.
3209	corpus-6-test-corpus-26-train	FR	Je cherche un maillot de course à pied.
3211	corpus-6-train	FR	C'est trop étroit ici, au niveau de la poitrine.
3212	corpus-6-dev	FR	Pourriez-vous appeler une compagnie d'assurance?
3213	corpus-6-train	FR	Quels vins proposez-vous?
3216	corpus-6-train	FR	Non, prenez le numéro trois.
3217	corpus-6-train	FR	C'est cinq dollars.
3219	corpus-6-train	FR	Oh, merci. J'ai beaucoup aimé.
3220	corpus-6-test-corpus-26-train	FR	Désirez-vous une autre consommation du bar?
3222	corpus-6-test-corpus-26-dev	FR	Par ici, s'il vous plaît. Prenez cet ascenseur.
3223	corpus-6-train	FR	Je suis ici pour affaires.
3224	corpus-6-train	FR	Je vais descendre à l'hôtel Hilton. Je ne resterai que trois jours.
3225	corpus-6-train	FR	Je voudrais une télévision portative, s'il vous plaît.
3226	corpus-6-train	FR	Y a-t-il des hôtels près de l'aéroport?
3227	corpus-6-train	FR	Je désirerais une saucisse de Francfort avec des condiments, s'il vous plaît.
3228	corpus-6-train	FR	J'ai un point à l'estomac.
3229	corpus-6-train	FR	Appelez les secours, s'il vous plaît.
3231	corpus-6-dev	FR	Un billet étudiant, s'il vous plaît.
3233	corpus-6-dev	FR	S'il vous plaît, écrivez-nous dès votre arrivée.
3238	corpus-6-test-corpus-26-train	FR	Vous feriez mieux de prendre le train de huit heures trente.
3239	corpus-6-dev	FR	Je suis désolé. Ecoutez, je paierai pour tout. Mais n'appelez pas la police. Mon père va me tuer.
3241	corpus-6-train	FR	Je suis constipé.
3245	corpus-6-train	FR	Pouvez-vous me faire un emballage-cadeau?
3246	corpus-6-train	FR	J'ai une douleur sourde à l'estomac.
3247	corpus-6-train	FR	N'avez-vous rien d'intermédiaire?
3251	corpus-6-train	FR	Deux timbres d'un dollar et dix de vingt cents, s'il vous plaît.
3255	corpus-6-train	FR	Ils ne mangent pas d'œufs crus aux Etats-Unis.
3256	corpus-6-train	FR	Où pourrais-je faire réparer ma montre?
3258	corpus-6-train	FR	Et veuillez leur dire que nous serons en retard d'environ trente minutes.
3261	corpus-6-train	FR	Donnez-moi dix jetons, s'il vous plaît.
3264	corpus-6-train	FR	Je me sers de votre coffre-fort.
3265	corpus-6-train	FR	Comment est-ce je peux me rendre au restaurant?
3266	corpus-6-dev	FR	Dépêche-toi.
3267	corpus-6-test-corpus-26-test	FR	Est-ce qu'il y a un cinéma dans les environs?
3268	corpus-6-train	FR	Ils seront prêts d'ici demain. Mais avec notre service spécial, dès ce soir.
3269	corpus-6-test-corpus-26-train	FR	C'est la saison des huîtres en ce moment, elles sont donc bonnes.
3270	corpus-6-train	FR	Bien sûr, prenez le bus numéro cinq à l'hôtel Royal et descendez à Downtown Square.
3272	corpus-6-dev	FR	Excusez-moi mais pourriez-vous me diriger vers la gare?
3273	corpus-6-train	FR	Vous pouvez en trouver à l'arrêt de bus là-bas.
3276	corpus-6-train	FR	Je lui demanderai l'heure qui lui convient le mieux avant de l'appeler.
3277	corpus-6-train	FR	Le guichet de location de voitures, s'il vous plaît.
3278	corpus-6-dev	FR	Je veux voir les montagnes.
3279	corpus-6-test-corpus-26-train	FR	Je voudrais une montre d'occasion.
3280	corpus-6-train	FR	Est-ce que c'est pour les femmes ou pour les hommes?
3281	corpus-6-train	FR	Je voudrais acheter une nouvelle paire de lunettes.
3283	corpus-6-train	FR	Nous voulons remplir une déclaration de perte de bagages.
3284	corpus-6-test-corpus-26-train	FR	Je vais m'enregistrer vers vingt et une heures.
3285	corpus-6-test-corpus-26-train	FR	Il se fait tard. Il faut que je parte.
3287	corpus-6-train	FR	Est-ce que nous nous arrêterons au magasin au retour?
3288	corpus-6-train	FR	Ce sera fait d'ici demain soir.
3289	corpus-6-test-corpus-26-train	FR	Je n'ai pas eu recours au service de blanchisserie. Pourriez-vous vérifier à nouveau?
3290	corpus-6-dev	FR	Changez ceci en pesetas, s'il vous plaît.
3292	corpus-6-test-corpus-26-train	FR	Je voudrais du thé, s'il vous plaît.
3294	corpus-6-train	FR	Que préférez-vous, une place fumeur ou non fumeur?
3295	corpus-6-test-corpus-26-train	FR	Non, il n'y en a pas.
3298	corpus-6-train	FR	C'est M. Tanaka. Je viens de m'enregistrer mais je n'aime pas cette chambre.
3304	corpus-6-test-corpus-26-train	FR	Est-ce que c'est le terminus?
3307	corpus-6-train	FR	Un whisky avec de la glace, s'il vous plaît.
3310	corpus-6-dev	FR	Non, mais nous avons un médecin qui comprend très bien le japonais. Donc, aucun problème.
3311	corpus-6-train	FR	C'est d'accord.
3313	corpus-6-train	FR	Je ne connais pas les tailles australiennes.
3315	corpus-6-train	FR	Voudriez-vous m'accorder cette danse?
3316	corpus-6-train	FR	C'est tout pour le moment. Combien est-ce que je vous dois?
3317	corpus-6-train	FR	Si j'étais vous, j'essaierai ça.
3318	corpus-6-test-corpus-26-train	FR	Appelons-le.
3319	corpus-6-train	FR	Le graphique montre les différences entre ces deux types de contrats.
3321	corpus-6-train	FR	Ah oui? Les échecs sont un jeu parfait pour moi.
3322	corpus-6-train	FR	Oui. J'aimerais acheter des souvenirs. Pourriez-vous me conseiller quelque chose de typique?
3323	corpus-6-test-corpus-26-train	FR	Est-ce que c'est très épicé?
3324	corpus-6-train	FR	Il est malade. Veuillez lui appeler un médecin, s'il vous plaît.
3327	corpus-6-train	FR	Quel est le sport le plus populaire ici?
3328	corpus-6-train	FR	Quelles sortes d'émissions télévisées vous intéressent?
3329	corpus-6-train	FR	Est-ce que nous gagnons ou perdons un jour en allant en Amérique?
3330	corpus-6-dev	FR	Montrez-moi les horaires, s'il vous plaît.
3334	corpus-6-test-corpus-26-train	FR	Où pourrais-je trouver un bus touristique?
3335	corpus-6-test-corpus-26-train	FR	Oui, je veux visiter la ville.
3337	corpus-6-train	FR	Je voudrais des haut-parleurs.
3338	corpus-6-train	FR	Est-ce que vous vivez seul?
3339	corpus-6-train	FR	Vous devrez attendre à peu près une heure.
